Month,BOP_AV,BOP_BB,Lives,Mortality,Lapse,PWD,RiderCharges,SurrCharges,Interest,EOP_AV,Expenses,AgentComm,IMOOverride,WholesalerOverride,BonusComp,Chargebacks,HedgeGains,NetCashflow
308,905106.17,60222668.44,259.06999801,5752.04,3894.31,339278.13,0.00,0.00,202.80,870304.25,181.31,0.00,0.00,0.00,0.00,0.00,152.75,-192971.62
309,870304.25,59818225.95,257.28719678,5530.11,3813.84,336935.47,0.00,0.00,198.45,836816.49,174.34,0.00,0.00,0.00,0.00,0.00,149.55,-190876.78
310,836816.49,59418141.45,255.52683573,5315.71,3736.43,334618.51,0.00,0.00,195.94,805340.85,167.78,0.00,0.00,0.00,0.00,0.00,146.36,-188814.12
311,805340.85,59022805.08,253.78581763,5124.82,3662.53,332329.62,0.00,0.00,193.46,776259.87,161.72,0.00,0.00,0.00,0.00,0.00,143.17,-186789.19
312,776259.87,58631695.62,252.06899312,4949.86,3581.10,330060.60,36028.07,0.00,191.02,714824.17,148.92,0.00,0.00,0.00,0.00,0.00,860.22,-167882.80
313,714824.17,58245584.54,250.14214523,5366.62,3515.91,327898.87,0.00,0.00,10299.20,699196.70,145.67,0.00,0.00,0.00,0.00,0.00,125.26,-182854.14
314,699196.70,57810637.14,248.23888983,5189.57,3398.82,325381.98,0.00,0.00,184.43,673855.08,140.39,0.00,0.00,0.00,0.00,0.00,124.79,-180626.60
315,673855.08,57380800.81,246.35681996,5054.12,3424.87,322894.84,0.00,0.00,181.95,655836.19,136.63,0.00,0.00,0.00,0.00,0.00,123.94,-178475.15
316,655836.19,56955799.34,244.50595894,4932.45,3365.96,320436.83,0.00,0.00,179.52,640134.02,133.36,0.00,0.00,0.00,0.00,0.00,122.42,-176357.85
317,640134.02,56537231.48,242.67678289,4813.62,3308.07,318018.02,0.00,0.00,177.12,624650.49,130.14,0.00,0.00,0.00,0.00,0.00,121.14,-174285.32
318,624650.49,56123454.15,240.86894511,4697.58,3251.18,315627.44,0.00,0.00,174.76,609381.31,126.95,0.00,0.00,0.00,0.00,0.00,119.86,-172245.28
319,609381.31,55714392.67,239.08210591,4584.22,3195.28,313264.64,0.00,0.00,172.44,594322.29,123.82,0.00,0.00,0.00,0.00,0.00,118.60,-170237.11
320,594322.29,55309973.83,237.31593241,4473.49,3140.33,310929.19,0.00,0.00,170.16,579469.33,120.72,0.00,0.00,0.00,0.00,0.00,117.35,-168260.16
321,579469.33,54910125.83,235.57009841,4365.30,3086.32,308620.66,0.00,0.00,167.92,564818.47,117.67,0.00,0.00,0.00,0.00,0.00,116.11,-166313.81
322,564818.47,54514778.30,233.84428419,4259.59,3033.23,306338.64,0.00,0.00,165.71,550365.83,114.66,0.00,0.00,0.00,0.00,0.00,114.88,-164397.46
323,550365.83,54123862.24,232.13817640,4156.29,2981.04,304082.70,0.00,0.00,163.54,536107.62,111.69,0.00,0.00,0.00,0.00,0.00,113.66,-162510.53
324,536107.62,53737309.95,230.45146788,4039.24,2919.47,301848.10,4762.32,0.00,161.40,517747.68,107.86,0.00,0.00,0.00,0.00,0.00,277.06,-159886.09
325,517747.68,53355055.08,228.54238844,4599.14,2906.35,299708.70,0.00,0.00,7322.29,516312.41,107.57,0.00,0.00,0.00,0.00,0.00,103.60,-158884.52
326,516312.41,52920886.71,226.65806628,4494.86,2820.89,297202.91,0.00,0.00,155.66,507922.47,105.82,0.00,0.00,0.00,0.00,0.00,104.14,-156798.81
327,507922.47,52492143.23,224.79636071,4393.28,2848.25,294728.79,0.00,0.00,153.46,499626.29,104.09,0.00,0.00,0.00,0.00,0.00,104.38,-154758.18
328,499626.29,52068572.11,222.95798976,4294.06,2802.43,292285.70,0.00,0.00,151.30,491494.39,102.39,0.00,0.00,0.00,0.00,0.00,103.44,-152747.09
329,491494.39,51650191.65,221.14255651,4197.47,2757.52,289873.21,0.00,0.00,149.18,483522.80,100.73,0.00,0.00,0.00,0.00,0.00,102.52,-150770.13
330,483522.80,51236915.74,219.34967253,4103.45,2713.50,287490.83,0.00,0.00,147.10,475707.65,99.11,0.00,0.00,0.00,0.00,0.00,101.61,-148826.56
331,475707.65,50828660.06,217.57895775,4011.90,2670.33,285138.04,0.00,0.00,145.05,468045.20,97.51,0.00,0.00,0.00,0.00,0.00,100.72,-146915.70
332,468045.20,50425342.06,215.83004016,3922.76,2628.01,282814.34,0.00,0.00,143.04,460531.82,95.94,0.00,0.00,0.00,0.00,0.00,99.85,-145036.84
333,460531.82,50026880.90,214.10255565,3835.95,2586.51,280519.26,0.00,0.00,141.06,453163.96,94.41,0.00,0.00,0.00,0.00,0.00,98.99,-143189.33
334,453163.96,49633197.40,212.39614781,3751.41,2545.81,278252.32,0.00,0.00,139.11,445938.19,92.90,0.00,0.00,0.00,0.00,0.00,98.15,-141372.49
335,445938.19,49244214.03,210.71046772,3669.06,2505.90,276013.05,0.00,0.00,137.20,438851.18,91.43,0.00,0.00,0.00,0.00,0.00,97.32,-139585.71
336,438851.18,48859854.84,209.04517378,3574.53,2458.05,273797.27,3283.33,0.00,135.32,428643.08,89.30,0.00,0.00,0.00,0.00,0.00,137.12,-137581.35
337,428643.08,48480045.43,207.15127893,4039.39,2445.78,271666.21,0.00,0.00,6037.43,427131.26,88.99,0.00,0.00,0.00,0.00,0.00,88.94,-136142.27
338,427131.26,48046375.35,205.28298336,3946.50,2372.78,269172.17,0.00,0.00,130.35,419897.87,87.48,0.00,0.00,0.00,0.00,0.00,89.37,-134137.51
339,419897.87,47618393.15,203.43839832,3856.03,2393.34,266711.28,0.00,0.00,128.42,412751.67,85.99,0.00,0.00,0.00,0.00,0.00,89.50,-132177.14
340,412751.67,47195868.94,201.61804037,3767.68,2353.17,264282.89,0.00,0.00,126.53,405750.97,84.53,0.00,0.00,0.00,0.00,0.00,88.64,-130249.61
341,405750.97,46778795.58,199.82148966,3681.70,2313.82,261886.53,0.00,0.00,124.68,398892.20,83.10,0.00,0.00,0.00,0.00,0.00,87.79,-128357.84
342,398892.20,46367080.59,198.04833539,3598.01,2275.26,259521.64,0.00,0.00,122.86,392171.89,81.70,0.00,0.00,0.00,0.00,0.00,86.96,-126501.03
343,392171.89,45960633.46,196.29817555,3516.54,2237.49,257187.68,0.00,0.00,121.07,385586.69,80.33,0.00,0.00,0.00,0.00,0.00,86.15,-124678.38
344,385586.69,45559365.56,194.57061674,3437.23,2200.47,254884.12,0.00,0.00,119.31,379133.32,78.99,0.00,0.00,0.00,0.00,0.00,85.35,-122889.13
345,379133.32,45163190.13,192.86527392,3360.02,2164.19,252610.45,0.00,0.00,117.58,372808.60,77.67,0.00,0.00,0.00,0.00,0.00,84.56,-121132.54
346,372808.60,44772022.18,191.18177022,3284.82,2128.63,250366.15,0.00,0.00,115.89,366609.45,76.38,0.00,0.00,0.00,0.00,0.00,83.79,-119407.88
347,366609.45,44385778.51,189.51973670,3211.60,2093.78,248150.74,0.00,0.00,114.22,360532.88,75.11,0.00,0.00,0.00,0.00,0.00,83.04,-117714.43
348,360532.88,44004377.62,187.87881220,3127.77,2052.29,245960.54,2673.19,0.00,112.58,351925.79,73.32,0.00,0.00,0.00,0.00,0.00,115.09,-115872.60
349,351925.79,43627739.69,186.07292384,3451.48,2040.82,243847.79,0.00,0.00,4935.32,350471.52,73.01,0.00,0.00,0.00,0.00,0.00,74.98,-114447.36
350,350471.52,43212908.98,184.29222569,3371.03,1979.29,241470.41,0.00,0.00,108.33,344349.25,71.74,0.00,0.00,0.00,0.00,0.00,75.31,-112643.73
351,344349.25,42803709.62,182.53506446,3292.71,1994.69,239125.81,0.00,0.00,106.67,338304.90,70.48,0.00,0.00,0.00,0.00,0.00,75.36,-110880.35
352,338304.90,42399934.76,180.80179479,3216.25,1960.12,236813.35,0.00,0.00,105.05,332386.30,69.25,0.00,0.00,0.00,0.00,0.00,74.60,-109148.82
353,332386.30,42001559.22,179.09199152,3141.86,1926.27,234532.53,0.00,0.00,103.46,326590.33,68.04,0.00,0.00,0.00,0.00,0.00,73.85,-107450.89
354,326590.33,41608488.80,177.40523881,3069.49,1893.12,232282.78,0.00,0.00,101.90,320913.94,66.86,0.00,0.00,0.00,0.00,0.00,73.12,-105785.80
355,320913.94,41220631.31,175.74112996,2999.05,1860.65,230063.55,0.00,0.00,100.36,315354.19,65.70,0.00,0.00,0.00,0.00,0.00,72.40,-104152.77
356,315354.19,40837896.56,174.09926709,2930.51,1828.85,227874.31,0.00,0.00,98.86,309908.21,64.56,0.00,0.00,0.00,0.00,0.00,71.69,-102551.06
357,309908.21,40460196.26,172.47926100,2863.79,1797.70,225714.53,0.00,0.00,97.38,304573.21,63.45,0.00,0.00,0.00,0.00,0.00,71.00,-100979.95
358,304573.21,40087444.03,170.88073087,2798.85,1767.19,223583.69,0.00,0.00,95.93,299346.50,62.36,0.00,0.00,0.00,0.00,0.00,70.32,-99438.74
359,299346.50,39719555.28,169.30330409,2735.62,1737.29,221481.29,0.00,0.00,94.50,294225.44,61.30,0.00,0.00,0.00,0.00,0.00,69.65,-97926.75
360,294225.44,39356447.24,167.74661606,2663.45,1701.90,219404.17,2162.15,0.00,93.10,287064.72,59.81,0.00,0.00,0.00,0.00,0.00,95.30,-96314.80
